"0";"ILUSIÓN MENOR";"Ilusión";"1 acción";"30 pies";"S, M";"1 minuto";"(un poco de vellón)Creas un sonido o una imagen de un objeto, situado dentro del alcance y que permanece hasta el final de la duración del conjuro. La ilusión también termina si lanzas el conjuro de nuevo o si utilizas una acción para finalizarlo. Si creas un sonido, su volumen puede estar entre el de un susurro y el de un grito. Podrá sonar en momentos concretos o continuamente hasta que termine el conjuro, lo que prefieras.<BR>Si creas la imagen de un objeto (como una silla, pisadas embarradas o un pequeño cofre) no puede ser mayor que un cubo de 5 pies de lado. La imagen no puede generar sonido, luz, olor o cualquier otro efecto sensorial.<BR>Si una criatura utiliza su acción para examinar la imagen o el sonido, puede determinar que es una ilusión si tiene éxito en una prueba de Inteligencia (Investigación) cuya CD es tu salvación de conjuros. Si averigua que es una ilusión, su aspecto se vuelve tenue para esa criatura.";"PHB"
"0";"IMPACTO CERTERO";"Adivinación";"1 acción";"30 pies";"S";"Concentración, hasta 1 asalto";"Extiendes tu mano y señalas con el dedo a un objetivo dentro del alcance. Tu magia te da un momentáneo entendimiento de las defensas del objetivo. En tu próximo turno, ganas ventaja en tu primera tirada de ataque contra el objetivo, suponiendo que este conjuro no haya terminado.";"PHB"
"0";"INFESTACIÓN";"Conjuración";"1 acción";"30 pies";"V, S, M";"Instantáneo";"(una pulga viva)Haces que una nube de ácaros, pulgas y otros parásitos aparezcan momentáneamente en una criatura que puedas ver dentro del alcance. El objetivo debe tener éxito en una tirada de salvación de Constitución, o recibe 1d6 de daño de veneno y se mueve 5 pies en una dirección aleatoria si puede moverse y su velocidad es de al menos 5 pies. Tira un 1d4 para la dirección: 1, norte 2, al sur 3, al este o 4, al oeste.Este movimiento no provoca ataques de oportunidad, y si la dirección está bloqueada, el objetivo no se mueve.<BR> El daño de este conjuro incrementa en 1d6 cuando alcanzas el nivel 5 (2d6), nivel 11 (3d6), y el nivel 17 (4d6).";"XGE"
"0";"LLAMA SAGRADA";"Evocación";"1 acción";"60 pies";"V, S";"Instantánea";"Un fulgor de llamas desciende sobre una criatura que puedas ver dentro del alcance. El objetivo deberá tener éxito en una tirada de salvación de Destreza o sufrirá 1d8 de daño radiante. Además, el objetivo no podrá beneficiarse de cobertura para esta tirada de salvación.<BR><strong>A niveles superiores. </strong>El daño del conjuro aumenta en 1d8 cuando alcanzas nivel 5 (2d8), nivel 11 (3d8) y nivel 17 (4d8).";"PHB"
"0";"LUCES DANZANTES";"Evocación";"1 acción";"120 pies";"V, S, M";"Concentración, hasta 1 minuto";"(una pizca de fósforo, un pedazo de olmo montano o un gusano luminiscente)Creas hasta cuatro luces con la intensidad de antorchas dentro del alcance. Puedes darles la apariencia de antorchas, linternas u orbes luminosos, y levitan hasta el final de la duración del conjuro. También puedes combinar las cuatro luces para formar una luz de aspecto vagamente humanoide y de tamaño Mediano. En ambos casos, cada luz proyecta luz tenue en un radio de la pies. Como acción adicional puedes mover las luces hasta 60 pies a una nueva localización dentro del alcance. Cada luz debe estar a 20 pies o menos de otra luz creada por este conjuro y se desvanecerá si sale del alcance del mismo.";"PHB"
"0";"LUZ";"Evocación";"1 acción";"Contacto";"V, M";"1 hora";"(una luciérnaga o musgo fosforescente)Tocas un objeto cuyo tamaño sea menor o igual a 10 pies en todas las dimensiones. Hasta que el conjuro termine, el objeto emitirá luz brillante en un radio de 20 pies y luz tenue 20 pies más allá. La luz puede tener el color que desees. Tapar completamente el objeto con un material opaco bloquea la luz. El conjuro termina si lo lanzas de nuevo o si utilizas una acción para finalizarlo. Si eliges como objetivo un objeto portado por una criatura hostil, esta última debe tener éxito en una tirada de salvación de Destreza para evitar el conjuro.";"PHB"
"0";"LÁTIGO DE ESPINAS";"Transmutación";"1 acción";"30 pies";"V, S, M";"Instantánea";"(el tallo de una planta con espinas)Creas un látigo largo, similar a una enredadera cubierta de espinas, que fustiga bajo tus órdenes a una criatura dentro del alcance. Haz un ataque de conjuro cuerpo a cuerpo contra el objetivo. Si el ataque impacta, la criatura sufre 1d6 de daño perforante. Además, si el objetivo es de tamaño Grande o menor, tiras de él 10 pies hacia ti.<BR><strong>A niveles superiores. </strong>El daño del conjuro aumenta en 1d6 cuando alcanzas nivel 5 (2d6), nivel 11 (3d6) y nivel 17 (4d6).";"PHB"
"0";"MANO DE MAGO";"Conjuración";"1 acción";"30 pies";"V, S";"1 minuto";"Conjuras una mano espectral flotante en un punto de tu elección dentro del alcance. La mano durará hasta el final de la duración del conjuro o hasta que utilices una acción para finalizarlo. Además, la mano desaparecerá si en algún momento está a más de 30 pies de ti o si lanzas este conjuro de nuevo.<BR>Puedes emplear tu acción para controlar la mano, haciendo que manipule un objeto, abra una puerta o recipiente que no esté cerrado con llave, retire o guarde un objeto en un recipiente abierto o vierta el contenido de un vial. Cada vez que controles la mano de esta forma puedes también moverla hasta 30 pies.<BR>La mano no puede atacar, activar objetos mágicos o llevar más de 10 libras de peso.";"PHB"
"0";"MENSAJE";"Transmutación";"1 acción";"120 pies";"V, S, M";"1 asalto";"(un alambre de cobre corto)Señalas con el dedo a una criatura dentro del alcance y susurras un mensaje. El objetivo (y solo él) escucha el mensaje y puede contestar en un susurro que solo tú puedes oír. Puedes lanzar este conjuro a través de objetos sólidos si estás familiarizado con el objetivo y sabes que se encuentra tras el obstáculo. Aunque no tiene que seguir una línea recta y puede viajar libremente torciendo esquinas o atravesando aberturas, este conjuro se ve bloqueado por el silencio mágico, 1 pie de piedra, 1 pulgada de cualquier metal común, una lámina fina de plomo o 3 pies de madera o tierra.";"PHB"
"0";"MOLDEAR TIERRA";"Transmutación";"1 acción";"30 pies";"S";"Instantáneo o 1 hora (ver abajo)";"Eliges una porción de tierra o piedra que puedes ver dentro del alcance y que se ajusta dentro de un cubo de 5 pies. La manipulas de una de las siguientes maneras:<BR>· Si señalas un área de tierra suelta, puedes excavarla instantáneamente, moverla a lo largo del suelo y depositarla hasta a 5 pies de distancia. Este movimiento no involucra suficiente fuerza para causar daño.<BR>· Haces que aparezcan formas, colores o ambos en la tierra o la piedra, deletreando palabras, creando imágenes o formando patrones. Los cambios duran 1 hora.<BR>· Si la tierra o la piedra a la que te diriges está en el suelo,haces que se convierta en un terreno difícil. Alternativamente, puedes hacer que el terreno se convierta en terreno normal si ya es terreno difícil. Este cambio dura 1 hora.<BR> Si lanzas este conjuro varias veces, no puedes tener activos más de dos de sus efectos no instantáneos a la vez, y puedes descartar dicho efecto como una acción.";"XGE"
"0";"PALABRA DE RESPLANDOR";"Evocación";"1 acción";"5 pies";"V, M";"Instantáneo";"(un símbolo sagrado)Pronuncias una palabra divina, y un ardor radiante surge de ti. Cada criatura de tu elección que puedas ver dentro del alcance debe tener éxito en una tirada de salvación deConstitución o recibir 1d6 de daño radiante.<BR> El daño de este conjuro aumenta en 1d6 cuando alcanzas el 5° nivel (2d6), 11° nivel (3d6), y el 17° nivel (4d6).";"XGE"
"0";"PALMADA ATRONADORA";"Evocación";"1 acción";"5 pies";"S";"Instantáneo";"Creas un estallido de sonido atronador que puede escucharse hasta a 100 pies de distancia. Cada criatura dentro del alcance, que no seas tu, debe tener éxito en una tirada de salvación de Constitución o recibir 1d6 de daño de trueno.<BR> El daño de este conjuro incrementa en 1d6 cuando alcanzas el nivel 5 (2d6), nivel 11 (3d6), y el nivel 17 (4d6).";"XGE"
"0";"PIEDAD CON LOS MORIBUNDOS";"Nigromancia";"1 acción";"Contacto";"V, S";"Instantánea";"Tocas a una criatura viva con 0 puntos de golpe. El objetivo se estabiliza. Este conjuro no afecta a muertos vivientes o autómatas.";"PHB"
"0";"PIEDRA MÁGICA";"Transmutación";"1 acción";"Toque";"V, S";"1 minuto.";"Tocas de una a tres piedritas y las imbuyes de magia. Tu u otra persona puede realizar un ataque de conjuro a distancia con una de las piedras aventándola o lanzándola con una honda. Si se tira, una piedra tiene un alcance de 60 pies. Si alguien más ataca con una piedrita, ese atacante agrega tu modificador de habilidad de lanzar conjuros, no el del atacante, a la tirada de ataque. En un golpe, el objetivo recibe daño contundente igual a 1d6 + tu modificador de habilidad de lanzamiento de conjuros. Si el ataque golpea o falla, el conjuro termina en la piedra.<BR> Si vuelves a lanzar este conjuro, el conjuro finaliza en las piedras aún afectadas por tu lanzamiento anterior.";"XGE"
"0";"PRESTIDIGITACIÓN";"Transmutación";"1 acción";"10 pies";"V, S";"Hasta 1 hora";"Este conjuro es un truco mágico menor con el que practican los lanzadores de conjuros inexpertos. Produces uno de los siguientes efectos mágicos, dentro del alcance: <BR>· Creas un efecto sensorial instantáneo e inofensivo, como una lluvia de chispas, una sutil ráfaga de viento, leves notas musicales o un olor extraño. <BR>· Apagas o enciendes de forma instantánea una vela, antorcha u hoguera pequeña.<BR>· Limpias o ensucias de forma instantánea un objeto de hasta 1 pie cúbico.<BR>· Enfrías, calientas o das sabor a un material inerte de hasta 1 pie cúbico durante 1 hora.<BR>· Haces aparecer una mancha de color, una pequeña marca o un símbolo en un objeto o superficie durante 1 hora.<BR>· Creas un abalorio no mágico o una imagen ilusoria que cabe en tu mano y que dura hasta el final de tu próximo turno.";"PHB"
"0";"RAYO DE ESCARCHA";"Evocación";"1 acción";"60 pies";"V, S";"Instantánea";"Lanzas un rayo helado de luz blanquiazul hacia una criatura de tu elección que se encuentre dentro del alcance. Haz un ataque de conjuro a distancia contra el objetivo. Si impactas, el objetivo sufre 1d8 de daño de frío y su velocidad queda reducida en 10 pies hasta el comienzo de tu próximo turno.<BR><strong>A niveles superiores. </strong>El daño del conjuro aumenta en 1d8 cuando alcanzas nivel 5 (2d8), nivel 11 (3d8) y nivel 17 (4d8).";"PHB"
"0";"REPARAR";"Transmutación";"1 minuto";"Contacto";"V, S, M";"Instantánea";"(dos imanes naturales)Este conjuro repara una sola grieta o ruptura en un objeto que toques, como un eslabón roto en una cadena, las dos mitades de una llave partida, una capa rasgada o una fuga en una bota de vino. Mientras la grieta o desgarrón no sea de más de 1 pie en alguna dimensión, lo arreglas sin dejar rastro del daño.<BR>Este conjuro puede reparar el componente físico de un objeto mágico o de un autómata, pero no puede restaurar su magia.";"PHB"
"0";"RESISTENCIA";"Abjuración";"1 acción";"Contacto";"V, S, M";"Concentración, hasta 1 minuto";"(una capa en miniatura)Tocas a una criatura voluntaria. Una sola vez, antes de que termine el conjuro, el objetivo puede tirar 1d4 y añadir el resultado a una tirada de salvación de su elección. Puede tirar el dado antes o después de conocer el resultado de la tirada. Hacer esto da por finalizado el conjuro.";"PHB"
"0";"ROCIADA VENENOSA";"Conjuración";"1 acción";"10 pies";"V, S";"Instantánea";"Extiendes tu mano hacia una criatura que puedas ver dentro del alcance y la fumigas con una nube de gas venenoso que sale de la palma de tu mano. Deberá tener éxito en una tirada de salvación de Constitución o sufrirá 1d12 de daño de veneno.<BR>El daño del conjuro aumenta en 1d12 cuando alcanzas nivel 5 (2d12), nivel 11 (3d12) y nivel 17 (4d12).";"PHB"
"0";"RÁFAGA";"Transmutación";"1 acción";"30 pies";"V, S";"Instantáneo";"Tomas el aire y lo obligas a crear uno de los siguientes efectos en un punto que puedes ver dentro del alcance:<BR>· Una criatura mediana o más pequeña que elijas debe tener éxito en una tirada de salvación de Fuerza o ser empujada a una distancia de hasta 5 pies de distancia de ti.<BR>· Creas una pequeña ráfaga de aire capaz de mover un objeto que no se sostiene ni se transporta y que no pesa más de 5 libras. El objeto es empujado hasta a 10 pies de distancia de ti. No es empujado con suficiente fuerza para causar daño.<BR>· Creas un efecto sensorial inofensivo con el aire, por ejemplo, hacer de que las hojas se muevan, el viento cierra las ventanas y puertas o que tu ropa ondule con la brisa.";"XGE"
"0";"SABER DRUÍDICO";"Transmutación";"1 acción";"30 pies";"V, S";"Instantánea";"Susurrando a los espíritus de la naturaleza, produces uno de los siguientes efectos mágicos: <BR> · Creas un efecto sensorial diminuto e inofensivo que predice cómo será el tiempo atmosférico en tu localización en las próximas 24 horas. El efecto podrá manifestarse como un orbe dorado para un día despejado, una nube indicando lluvia, copos de nieve para nieve, etc. Este efecto dura l asalto. <BR>· Haces que una flor florezca inmediatamente, que una vaina de semillas se abra o que el brote de una hoja germine. <BR>· Creas un efecto sensorial instantáneo e inofensivo, como hojas cayendo, una ráfaga de viento, el sonido de un animal pequeño o un leve olor a mofeta. El efecto debe quedar confinado a un cubo de 5 pies. <BR>· Apagas o enciendes de forma instantánea una vela, antorcha u hoguera pequeña.";"PHB"
"0";"SALPICADURA ÁCIDA";"Conjuración";"1 acción";"60 pies";"V, S";" ""Instantánea""";"Lanzas una burbuja de ácido. Elige una o dos criaturas que puedas ver dentro del alcance separadas 5 pies o menos la una de la otra. Cada objetivo deberá tener éxito en una tirada de salvación de Destreza o sufrirá 1d6 de daño de ácido.<BR>El daño del conjuro aumenta en 1d6 cuando alcanzas nivel 5 (2d6), nivel 11 (3d6) y nivel 17 (4d6).";"PHB"
"0";"SALVAJISMO PRIMIGENIO";"Transmutación";"1 acción";"Personal";"S";"Instantáneo";"Canalizas la magia primordial para hacer que tus dientes o uñas se afilen, listos para lanzar un ataque corrosivo. Haz un ataque de conjuro cuerpo a cuerpo contra una criatura a menos de 5 pies de ti. En un golpe, el objetivo recibe 1d10 de daño ácido. Después de realizar el ataque, tus dientes o uñas vuelven a la normalidad.<BR> El daño del conjuro aumenta en 1d10 cuando alcanzas el 5° nivel (2d10), el 11° nivel (3d10) y el 17° nivel (4d10).";"XGE"
"0";"SHILLELAGH";"Transmutación";"1 acción adicional";"Contacto";"V, S, M";"1 minuto";"(muérdago, una hoja trébol, y un garrote o bastón)La madera de un bastón o garrote que empuñas queda imbuida con el poder de la naturaleza. Hasta el final de la duración del conjuro puedes usar tu aptitud mágica en vez de tu Fuerza para las tiradas de ataque y daño al utilizar esta arma, y su dado de daño pasa a ser 1d8. Además, el arma se convierte en mágica si no lo era ya. El conjuro termina si lo lanzas de nuevo o si sueltas el arma.";"PHB"
"0";"TAUMATURGIA";"Transmutación";"1 acción";"30 pies";"V";"hasta 1 minuto";"Manifiestas un pequeño milagro o señal de poder sobrenatural dentro del alcance. Produces uno de los siguientes efectos mágicos:<BR>· Tu voz resuena hasta tres veces más fuerte de lo normal durante 1 minuto.<BR>· Haces que una llama titile, cambie la intensidad de su brillo o modifique su color durante 1 minuto.<BR>· Haces que la tierra tiemble inofensivamente durante 1 minuto.<BR>· Creas un sonido instantáneo, que tiene como origen un punto de tu elección dentro del alcance.<BR>· Haces que una puerta o ventana que no esté cerrada con llave se abra o cierre de golpe.<BR>· Cambias el aspecto de tus ojos durante 1 minuto.<BR>Si lanzas este conjuro varias veces, puedes mantener hasta tres de sus efectos no instantáneos activos a la vez. Para finalizar cualquiera de ellos deberás emplear una acción.";"PHB"
"0";"TOCAR A LOS MUERTOS";"Nigromancia";"1 acción";"60 pies";"V, S";"Instantáneo";"Señala a una criatura que puedes ver dentro del alcance, y el sonido de una campana dolorosa llena el aire a su alrededor por un momento. El objetivo debe tener éxito en una tirada de salvación de Sabiduría o recibir 1d8 de daño necrótico. Si al objetivo le falta alguno de sus puntos de golpe, en su lugar recibe 1d12 de daño necrótico.<BR> El daño del conjuro aumenta en un dado cuando alcanzas el nivel 5 (2d8 o 2d12), el nivel 11 (3d8 o 3d12) y el nivel 17 (4d8 o 4d12).";"XGE"
"0";"TOQUE HELADO";"Nigromancia";"1 acción";"120 pies";"V, S";"1 asalto";"Creas una mano fantasmagórica en el espacio de una criatura dentro del alcance. Haz un ataque de conjuro a distancia contra la criatura para agredirla con un frío sepulcral. Si impactas, el objetivo sufre 1d8 de daño necrótico y no podrá recuperar puntos de golpe hasta el comienzo de tu próximo turno. Hasta ese momento, la mano se aferra al objetivo.<BR>Si, además, el objetivo impactado es un muerto viviente, tendrá desventaja en sus tiradas de ataque contra ti hasta el final de tu próximo turno.<BR><strong>A niveles superiores. </strong>El daño del conjuro aumenta en 1d8 cuando alcanzas nivel 5 (2d8), nivel 11 (3d8) y nivel 17 (4d8).";"PHB"
"0";"TRANSFORMAR AGUA";"Transmutación";"1 acción";"30 pies";"S";"Instantáneo o 1 hora (ver abajo).";"Eliges un área de agua que puedes ver dentro del alcance y que quepa en un cubo de 5 pies. Lo manipulas de una de las siguientes maneras:<BR>· Instantáneamente mueves o cambias el flujo del agua mientras lo diriges, hasta 5 pies en cualquier dirección. Este movimiento no tiene la fuerza suficiente para causar daño.<BR>· Haces que el agua se forme en figuras simples y se anime según tu dirección. Este cambio dura 1 hora.<BR>· Cambias el color o la opacidad del agua. El agua debe ser cambiada de la misma manera en todas partes. Este cambio dura 1 hora.<BR>· Congelas el agua, siempre que no haya criaturas en ella. El agua se descongela en 1 hora.<BR> Si lanzas este conjuro varias veces, no puedes tener activos más de dos de sus efectos no instantáneos a la vez, y puedes descartar dicho efecto como una acción.";"XGE"
"1";"ABSORBER ELEMENTOS";"Abjuración";"1 reacción, que tomas cuando recibes daño ácido, frío, fuego, rayos o truenos";"Personal";"S";"1 ronda";"El conjuro captura parte de la energía entrante, disminuyendo su efecto en ti y almacenándola para tu próximo ataque cuerpo a cuerpo. Tienes resistencia al tipo de daño desencadenante hasta el comienzo de tu siguiente turno. Además, la primera vez que golpees con un ataque cuerpo a cuerpo en tu siguiente turno, el objetivo sufre un daño adicional de ld6 del tipo de daño almacenado, y el conjuro termina. <BR><strong>A niveles superiores. </strong>Cuando lances este conjuro usando una ranura del conjuro de 2° nivel o superior, la sanación aumenta por 1d8 para cada nivel de ranura por encima de 1.""";"XGE"
"1";"ALARMA (RITUAL)";"Abjuración";"1 minuto";"30 pies";"V, S, M";"8 horas";"(una pequeña campana y un hilo de plata fina)Preparas una alarma contra intrusos. Elige una puerta, ventana o cualquier otra área dentro del alcance cuyo volumen sea menor o igual que un cubo de 20 pies de lado. Una alarma te avisará siempre que una criatura, Diminuta o de tamaño superior, toque o entre en la zona vigilada antes del final del conjuro. Al lanzarlo puedes elegir que ciertas criaturas no activarán la alarma, que puede ser mental o sonora. <BR><BR>Una alarma mental te alerta con un sonido dentro de tu mente si estás a 1 milla de la zona vigilada. Si estás dormido, te despertará. <BR><BR>Una alarma sonora produce un sonido de campanilla durante 10 segundos audible a 60 pies de distancia.";"PHB"
