"SUSURROS DISCORDANTES";"Primigenio";"True"
"TEXTO ILUSORIO";"";"True"
"ATAR A LA TIERRA";"";"True"
"CALMAR EMOCIONES";"Feérico";"True"
"CASTIGO MARCADOR";"Hexblade";"True"
"CONTORNO BORROSO";"Marid";"True"
"CONTORNO BORROSO";"Hexblade";"True"
"CORONA DE LA LOCURA";"";"True"
"CRECIMIENTO ESPINOSO";"Dao";"True"
"DETECTAR PENSAMIENTOS";"Primigenio";"True"
"EMBELESAR";"";"True"
"ESFERA DE LLAMAS";"Celestial";"True"
"ESPINA MENTAL";"";"True"
"FUERZA FANTASMAL";"Genio";"True"
"FUERZA FANTASMAL";"Primigenio";"True"
"HACER AÑICOS";"";"True"
"HOJA DE SOMBRA";"";"True"
"IMAGEN MÚLTIPLE";"";"True"
"INMOVILIZAR PERSONA";"";"True"
"INVISIBILIDAD";"";"True"
"NUBE DE DAGAS";"";"True"
"OSCURIDAD";"";"True"
"PASO BRUMOSO";"";"True"
"RAYO ABRASADOR";"Ifrit";"True"
"RAYO ABRASADOR";"Infernal";"True"
"RAYO DEBILITADOR";"";"True"
"RESTABLECIMIENTO MENOR";"Celestial";"True"
"RÁFAGA DE VIENTO";"Djinn";"True"
"RÁFAGA DE VIENTO";"Insondable";"True"
"SILENCIO (RITUAL)";"Insondable";"True"
"SUGESTIÓN";"";"True"
"TREPAR CUAL ARÁCNIDO";"";"True"
"ARMA ELEMENTAL";"Hexblade";"True"
"BOLA DE FUEGO";"Ifrit";"True"
"BOLA DE FUEGO";"Infernal";"True"
"CLARIVIDENCIA";"Primigenio";"True"
"CONTRAHECHIZO";"";"True"
"CREAR COMIDA Y AGUA";"Genio";"True"
"CRECIMIENTO VEGETAL";"Feérico";"True"
"CÍRCULO MÁGICO";"";"True"
"DESPLAZAMIENTO";"Feérico";"True"
"DESPLAZAMIENTO";"Hexblade";"True"
"DISIPAR MAGIA";"";"True"
"DON DE LENGUAS";"";"True"
"ENEMIGOS ABUNDANTES";"";"True"
"FORMA GASEOSA";"";"True"
"FORTALEZA INTELECTUAL";"";"True"
"FUNDIRSE CON LA PIEDRA (RITUAL)";"Dao";"True"
"HAMBRE DE HADAR";"";"True"
"IMAGEN MAYOR";"";"True"
"INVOCAR DEMONIOS MENORES";"";"True"
"INVOCAR ENGENDRO SOMBRÍO";"";"True"
"INVOCAR FEÉRICO";"";"True"
"INVOCAR MUERTO VIVIENTE";"";"True"
"LEVANTAR MALDICIÓN";"";"True"
"LUZ DEL DÍA";"Celestial";"True"
"MURO DE VIENTO";"Djinn";"True"
"NUBE APESTOSA";"Infernal";"True"
"PASO DE TRUENO";"";"True"
"PATRÓN HIPNÓTICO";"";"True"
"RECADO";"Primigenio";"True"
"RELÁMPAGO";"Insondable";"True"
"REVIVIR";"Celestial";"True"
"SUDARIO ESPIRITUAL";"";"True"
"TERROR";"";"True"
"TOQUE VAMPÍRICO";"";"True"
"TORMENTA DE AGUANIEVE";"Marid";"True"
"TORMENTA DE AGUANIEVE";"Insondable";"True"
"VOLAR";"";"True"
"ASESINO FANTASMAL";"Genio";"True"
"ASESINO FANTASMAL";"Hexblade";"True"
"CASTIGO ABRUMADOR";"Hexblade";"True"
"CONTROLAR AGUA";"Marid";"True"
"CONTROLAR AGUA";"Insondable";"True"
"DESTIERRO";"";"True"
"DOMINAR BESTIA";"Primigenio";"True"
"ESCUDO DE FUEGO";"Ifrit";"True"
"ESCUDO DE FUEGO";"Infernal";"True"
"GUARDIÁN DE LA FE";"Celestial";"True"
"HECHIZAR MONSTRUO";"";"True"
"INVISIBILIDAD MEJORADA";"Djinn";"True"
"INVISIBILIDAD MEJORADA";"Feérico";"True"
"INVOCAR ABERRACIÓN";"";"True"
"INVOCAR DEMONIO MAYOR";"";"True"
"INVOCAR ELEMENTAL";"Insondable";"True"
"LANZA PSÍQUICA DE RAULOTHIM";"";"True"
"MARCHITAR";"";"True"
"MOLDEAR LA PIEDRA";"Dao";"True"
"MURO DE FUEGO";"Infernal";"True"
"MURO DE FUEGO";"Celestial";"True"
"PERDICIÓN ELEMENTAL";"";"True"
"PUERTA DIMENSIONAL";"";"True"
"RESPLANDOR ENFERMIZO";"";"True"
"SOMBRA DE MOIL";"";"True"
"TENTÁCULOS NEGROS DE EVARD";"Primigenio";"True"
"TERRENO ALUCINATORIO";"";"True"
"APARIENCIA";"Djinn";"True"
"APARIENCIA";"Feérico";"True"
"ATADURA PLANAR";"";"True"
"CASTIGO DESTERRADOR";"Hexblade";"True"
"CONO DE FRÍO";"Marid";"True"
"CONO DE FRÍO";"Insondable";"True"
"CONO DE FRÍO";"Hexblade";"True"
"CONSAGRAR";"Infernal";"True"
"CONTACTAR CON OTRO PLANO (RITUAL)";"";"True"
"CREACIÓN";"Genio";"True"
"CÍRCULO DE TELETRANSPORTACIÓN";"";"True"
"DANZA MACABRA";"";"True"
"DOMINAR PERSONA";"Primigenio";"True"
"ENERVACIÓN";"";"True"
"ENGAÑAR";"";"True"
"ENSUEÑO";"";"True"
"ESCUDRIÑAR";"";"True"
"ESTÁTICA SINÁPTICA";"";"True"
"GOLPE FLAMÍGERO";"Ifrit";"True"
"GOLPE FLAMÍGERO";"Infernal";"True"
"GOLPE FLAMÍGERO";"Celestial";"True"
"INMOVILIZAR MONSTRUO";"";"True"
"INUNDACIÓN DE ENERGÍA NEGATIVA";"";"True"
"LLAMADA INFERNAL";"";"True"
"MANO DE BIGBY";"Insondable";"True"
"MURO DE LUZ";"";"True"
"MURO DE PIEDRA";"Dao";"True"
"PASO LEJANO";"";"True"
"RESTABLECIMIENTO MAYOR";"Celestial";"True"
"TELEQUINESIS";"Primigenio";"True"
"APARIENCIA SOBRENATURAL DE TASHA";"";"True"
"CONJURAR FEÉRICO";"";"True"
"CREAR MUERTO VIVIENTE";"";"True"
"CÍRCULO DE MUERTE";"";"True"
"DE LA CARNE A LA PIEDRA";"";"True"
"DISPERSIÓN";"";"True"
"INVESTIDURA DE HIELO";"";"True"
"INVESTIDURA DE LLAMAS";"";"True"
"INVESTIDURA DE PIEDRA";"";"True"
"INVESTIDURA DE VIENTO";"";"True"
"INVOCAR INFERNAL";"";"True"
"JAULA DE ALMA";"";"True"
"MAL DE OJO";"";"True"
"PRISIÓN MENTAL";"";"True"
"PUERTA ARCANA";"";"True"
"SUGESTIÓN EN MASA";"";"True"
"VISIÓN VERAZ";"";"True"
"CORONA DE ESTRELLAS";"";"True"
"DEDO DE LA MUERTE";"";"True"
"DESPLAZAMIENTO ENTRE PLANOS";"";"True"
"EXCURSIÓN ETÉREA";"";"True"
"JAULA DE FUERZA";"";"True"
"PALABRA DE PODER: DOLOR";"";"True"
"SUEÑO DEL VELO AZUL";"";"True"
"DOMINAR MONSTRUO";"";"True"
"LABIA";"";"True"
"OSCURIDAD ENLOQUECEDORA";"";"True"
"PALABRA DE PODER: ATURDIR";"";"True"
"ROMPER LA MENTE";"";"True"
"SEMIPLANO";"";"True"
"CAUTIVERIO";"";"True"
"DESEO";"Genio";"True"
"GRITO PSÍQUICO";"";"True"
"HOJA DEL DESASTRE";"";"True"
"PALABRA DE PODER: MATAR";"";"True"
"POLIMORFAR VERDADERO";"";"True"
"PORTAL";"";"True"
"PRESAGIO";"";"True"
"PROYECCIÓN ASTRAL";"";"True"
"TERROR ABYECTO";"";"True"
